character,line
Karlach,Sorry I haven't visited. I've been... away. But I'm back now.
Karlach,"If anyone was gonna look even better with tentacles, it was gonna be me. Let's do this."
Karlach,I miss you so much. But I'm happy. And getting up to some really important shit. Maybe you can see for yourselves. I don't know.
Karlach,"You're with me here, anyway. Taters."
Karlach,Taters and turnips.
Karlach,I can't even remember how that started. It's always been how we said 'I love you'.
Karlach,"A whole private language, just for us. Just me, now."
Karlach,"Mum, you used to say there was no such thing as death. Only change."
Karlach,"Dad thought that was a load of woo. That gone meant gone, unless you'd struck a deal with one of the gods. But you had better things to do than beg favours off immortals, right, dad?"
Karlach,I don't know what I think.
Karlach,Here lie Pluck and Caerlack Cliffgate. Hi mum. Hi dad.
Karlach,Nothing to do but cross that bridge when I get there.
Karlach,Mum was onto something. How can we die when we become the grass?
Karlach,"Taters and turnips, grass."
Karlach,"Dad had it right. Once it's lights out, it's lights out."
Karlach,"Wish me luck, mum and dad. I need it."
Karlach,What about the City of Judgement and the gods and all that?
Karlach,"You'd have to worship the gods to get picked up by 'em. The rest of us just fade away, or so they say."
Karlach,Let's hope they've got it wrong.
Karlach,What I wouldn't give for another hour together. Another minute.
Karlach,Mum would've lived if we'd found a good enough healer who'd take our gold. Greedy bastards.
Karlach,"As for dad... bad luck, I guess. But they should've found someone younger to take the job on the Risen Road. Maybe someone with a better back could've dodged the cart in time..."
Karlach,I never would've bothered with Gortash if they'd been around. They wouldn't have let me within a league of him.
Karlach,"Something to look forward to - an answer to the greatest mystery of all. Bit morbid, but true all the same."
Karlach,But. They were already gone.
Karlach,Let me transform. I'm... I'm not long for this world. I can feel it.
Karlach,"Sorry, soldier, but I didn't ask for your two coppers. The advice I give a tief kid from the Coast is between me and them."
Karlach,I thought they had you for keeps. Glad you got out.
Karlach,"Hey, I remember you. The weaponsmith, right? Your city was swallowed up by Avernus. And you were enlisted against your will, like my good self."
Karlach,Hey soldier - I think we picked up some of that infernal iron already. What say you - should I give it to him?
Karlach,Will you be able to turn down the temperature a little? Worried I'm gonna go in for a handshake and singe someone's arm off one of these days.
Karlach,"Even I'm not thick enough to fall for the same trick twice. But keep it up, kid, and you'll be scamming with the greats in no time."
Karlach,"Be my guest. But don't get too close, or your eyes'll melt shut."
Karlach,A little gift from Zariel. Keeps me burning hot.
Karlach,"Ha! Nice try, shorty. Keep it up, though, and you'll be scamming with the greats in no time."
Karlach,The devils were delighted when your city was swallowed up. I thought they had you for keeps. Glad you got out.
Karlach,It was the favourite pet of a nasty demon called Bulwig. He wanted to skin me alive after.
Karlach,"I spent a good bit of time in the Hells. Enlisted against my will by the archdevil Zariel. Same as you, I suppose, if you're from Elturel."
Karlach,"It is, isn't it. Hope he makes it out of this mess with his wits in one piece. I'd like to see him set up in a proper home in the city. Every kid deserves that."
Karlach,Get her away from that thing - now!
Karlach,Didn't have a choice. Life doesn't pull any punches for a tiefling kid on the Sword Coast.
Karlach,You've got wits. Style. Those will take you farther faster than brute strength - believe me.
Karlach,You just do. Go after whatever's in your way - do it with everything you've got.
Karlach,Sure - give us a look.
Karlach,"Keep it, kid. You might need it."
Karlach,"Careful, kid. Once you start, it's hard to stop."
Karlach,Lots and lots of practice.
Karlach,What can I say? I'm a natural born brawler.
Karlach,How long were you in Avernus?
Karlach,"All right, ivory tower. Tell me more about how a tiefling kid should survive the shit life throws at him. I'm all ears."
Karlach,"You know what it's like. If given half a chance, the Coast would eat a tiefling alive - never mind one that'd been to the Hells and back. If the kid's got a skill, he should use it however he can."
Karlach,I can't believe you saw that. You're too young for that.
Karlach,"Fight with those, and you may find you never need to use your fists at all."
Karlach,Here lie Pluck and Caerlack Cliffgate. My parents. Hi mum. Hi dad.
Karlach,Meant 'I love you' in the Cliffgate household. I can't even remember how it started anymore. Lost family lore.
Karlach,I'll give you all the gory details when we can talk in private.
Karlach,"Sorry, I think you have the wrong person."
Karlach,"Almost had you there. Hello, Fytz."
Karlach,Sorry - you've got the wrong person.
Karlach,I would have if I could. But it's a long story.
Karlach,Archduke Fox lording it over the hen house. What could go wrong?
Karlach,I saw red when I found out.
Karlach,"I'm sorry, Fytz, but I've got to run. I'm in town on very urgent business."
Karlach,Would you believe me if I said I've got to save the city?
Karlach,"A long, shitty story. I'd love to sit down with a pint and tell 'em all to you, Fytz."
Karlach,"Never mind for now. Bye, Fytz."
Karlach,Not like that. But I've got some very dear friends.
Karlach,Neverwinter? Who told you that?
Karlach,"Of course - this is Fytz. One of my old mates from the neighbourhood. We grew up together, moved to the Lower City together, even worked together for you-know-who."
Karlach,Right?! I'm sure the fox will make a great duke of the henhouse.
Karlach,Uh huh. Isn't he handsome?
Karlach,Uh huh. Isn't she beautiful?
Karlach,Uh huh. Aren't they adorable?
Karlach,"I can't tell you how good it is to see you, Fytz. I'd love to come have dinner with you and Gregor. "
Karlach,"We're in the city on some urgent business, but can I come find you when it's all settled?"
Karlach,Maybe once. Not anymore.
Karlach,Ew. No. Just mates. Very good mates.
Karlach,Ew. No. Just travelling together.
Karlach,"Another long, shitty story. I'd love to sit down with a pint and tell 'em all to you, Fytz. And hear every last thing you've been up to, too."
Karlach,"Well go on, girl! Tell me everything!"
Karlach,Sorry I haven't visited. I've been... away. But I'm back now! And I brought friends.
Karlach,It's just me.
Karlach,Can I be the godsmother?
Karlach,There was a lot of silly nonsense in our house. My mates used to say we had our own personal language. I guess I'm the last remaining speaker.
Karlach,Me too. Didn't realise how nice it'd feel to come say hello.
Karlach,"I was a teenager when mum passed - bad fever. A good healer could've saved her, but she slipped away before we found one who'd take our gold."
Karlach,"Dad went a few years later. He was on an errand for work, travelling the Risen Road. His cart overturned and caught him just so."
Karlach,"I was on my own after that. Fell in with Gortash not long after. If my folks had been alive, they would've sniffed him out straight away."
Karlach,But. They weren't.
Karlach,Mum used to say there was no such thing as death. That there was only change.
Karlach,"Dad thought that was a load of woo. That gone meant gone, unless you'd struck a deal with one of the gods. Said he had better things to do in life than beg favours off immortals."
Karlach,I'm not sure what I believe.
Karlach,"Something to look forward to. Bit morbid, but true all the same."
Karlach,"Nice thought, isn't it? This grass could be my mum's hair. The air in my lungs might be my dad telling me 'taters'. I like that."
Karlach,There is. I'd love to introduce you properly sometime. Maybe over a flagon of something dry?
Karlach,"Classic Pluck Cliffgate. Harsh but honest. He may be right - but then again, he may not. Only one way to find out, huh?"
Karlach,Hopefully there's more waiting for me than that. Very hopefully.
Karlach,"Hey, my folks are buried here. I'd love to pay them a visit."
Karlach,Fytz. If you aren't a sight for sore eyes.
Karlach,"He's a liar. Always has been, I now realise."
Karlach,Didn't you hear? I killed that motherfucker.
Karlach,Fytz! Congratulations! That's amazing news.
Karlach,Don't worry. I'm going to deal with him.
Karlach,The prick's a liar.
Karlach,I guess that's technically true.
Karlach,Fytz! Congratulations!
Karlach,I never took you for the parental type.
Karlach,"If they deign to choose us. There's no guarantee, is there? And I've made little effort to attract the loyalty of anyone but you."
Karlach,"From the look of things, you've got your wits about you. A clever mind and a bit of style will take you a long way. "
Karlach,I think I picked up some of that infernal iron already. Can we at least see what you can do?
Karlach,I'll take whatever it is you're offering.
Karlach,"Off the anvil, into the forge. We'll find them - hopefully."
Karlach,Let's move!
Karlach,"Fine. Well, go on then."
Karlach,"But - but still, you can give me something that'll let me touch again, right? Safely?"
Karlach,I never wanted to live forever. I just want to live good.
Karlach,Nothing is more important than this. Not to me.
Karlach,Prick.
Karlach,"Ew, no! Good news, please, my good man."
Karlach,"The good news, obviously!"
Karlach,"Would be a lot better if you'd find a way to fix this engine, Dammon."
Karlach,"Never mind. I'm glad you're set up for the long run, in any case. One of us should be."
